13,13,68,37,Student Name
84,13,110,36,Number of Steps traveled
197,13,24,36,
223,13,72,36,Step Distance
296,14,24,35,
321,15,73,33,Total Distance
14,52,68,19,Suzie Q.
84,51,110,19,134
197,52,23,16,X
223,51,72,18,0.5 m
295,51,24,16,=
321,52,73,20,67.0 m
13,72,69,19,Jim D.
84,73,110,18,121
198,73,22,15,X
223,72,71,18,0.8 m
296,73,25,15,=
322,73,71,17,96.8 m
13,91,70,17,Frank L.
85,92,109,18,218
197,93,25,17,X
224,92,70,18,0.6 m
296,92,23,17,=
320,92,73,19,130.8
13,111,69,20,Sally B.
83,113,112,16,243
198,114,23,15,X
223,112,71,17,0.4 m
295,113,26,16,=
320,112,73,17,97.2 m
12,133,383,15,Group TOTAL: 391.8 m
