3,59,204,39,Emp. Number
211,60,189,39,First Name
402,62,165,34,Last Name
3,100,205,37,4
6,141,203,37,7
8,181,201,33,2
6,217,204,39,1
6,258,201,36,6
7,295,202,38,5
7,335,204,36,3
6,375,201,35,8
212,102,185,36,Betty
212,141,187,35,Bill
213,177,184,39,Jane
212,218,184,37,John
212,256,186,39,John
214,296,185,38,Susan
214,336,182,35,Ted
211,372,186,38,Walter
400,99,163,35,Smith
403,139,161,37,Watson
402,179,161,37,Doe
400,215,168,39,Smith
401,256,165,37,Doe
401,295,164,37,Wilson
400,333,165,38,Johnson
401,373,166,38,Wright
